formula,inchikey,mass,atom-count,bond-count,rotatable-bonds,tpsa,vabc,moriguchi-logp,rule-of-five-violations
C4H7NO3,HOSWPDPVFBCLSY-UHFFFAOYSA-N,117.10328,15,14,3.0,80.39,109.834920113,-1.16489784761,0
C5H7N3O4,JDWQOJNLHGBXEZ-UHFFFAOYSA-N,173.12678,19,18,6.0,143.19,152.641734454,-3.17094814786,0
C5H8N3O4,JDWQOJNLHGBXEZ-UHFFFAOYSA-N,174.13472,20,19,6.0,140.36,153.959963804,-3.17094814786,0
C4H8NO7P,IXZNKTPIYKDIGG-UHFFFAOYSA-N,213.082582,21,20,5.0,156.96,164.823080323,-2.70471656889,0
C6H13N3O3,RHGKLRLOHDJJDR-UHFFFAOYSA-N,175.18572,25,24,6.0,118.44,166.420409781,-1.12536614547,1
C7H14N2O4S,ILRYLPWNYFXEMH-UHFFFAOYSA-N,222.26206,28,27,7.0,126.64,200.018884956,-0.772145036589,1
C6H6O6,SBJKKFFYIZUCET-UHFFFAOYSA-N,174.10824,18,18,2.0,100.9,144.807891856,-2.42609906148,0
C9H11NO4,WTDRDQBEARUVNC-UHFFFAOYSA-N,197.18794,25,25,3.0,103.78,176.57569384,0.187446556339,0
C9H7NO4,CKZOQLKEDKSKJR-UHFFFAOYSA-N,193.15618,21,22,1.0,83.47,172.482776438,-0.826460895539,0
C9H13NO3,UCTWMZQNUQWSLP-UHFFFAOYSA-N,183.20442,26,26,3.0,72.72,170.42192584,0.253475595791,0
C5H9NO5,HBDWQSHEVMSFGY-UHFFFAOYSA-N,163.12866,20,19,4.0,120.85,144.71135814,-1.50307968496,0
C6H12O5,SHZGCJCMOBCMKK-UHFFFAOYSA-N,164.15648,23,23,0.0,90.15,143.927041258,-2.11694937785,0
C6H12O5,QZNPNKJXABGCRC-UHFFFAOYSA-N,164.15648,23,22,4.0,97.99,153.647041258,-1.86994937785,0
C8H14N2O5S,RITKHVBHSGLULN-UHFFFAOYSA-N,250.27216,30,29,8.0,168.52,223.468637582,-0.888489133581,0
C5H10NO7P,PJRXVIJAERNUIP-UHFFFAOYSA-N,227.109162,24,23,6.0,156.96,182.119064949,-2.29527748744,0
C5H9NO3,KABXUUFDPUOJMW-UHFFFAOYSA-N,131.12986,18,17,4.0,80.39,127.130904738,-0.755458766166,0
C6H12N3O4P,CWNDERHTHMWBSI-UHFFFAOYSA-N,221.150942,26,26,5.0,131.27,171.781431188,-2.37323460837,0
C10H12N2O3,YGPSJZOEDVAXAB-UHFFFAOYSA-N,208.21388,27,27,4.0,106.41,193.441753273,0.404924439501,0
C5H11NO3S,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,165.21074,21,20,4.0,80.39,148.276387497,-0.755458766166,0
C6H12O4,OTOIIPJYVQJATP-UHFFFAOYSA-N,148.15708,22,21,3.0,77.76,144.856814557,-0.270285563319,0
C6H11NO2,HXEACLLIILLPRG-UHFFFAOYSA-N,129.15704,20,20,1.0,49.33,125.916662664,0.145544867196,0
C5H11O8P,FNZLKVNUWIIPSJ-UHFFFAOYSA-N,230.109802,25,24,6.0,154.33,182.548990142,-3.82254457143,0
C3H7NO2Se,ZKZBPNGNEQAJSX-UHFFFAOYSA-N,168.05318,14,13,2.0,63.32,109.196079011,-0.702690797079,0
C5H9NO4,LXRUAYBIUSUULX-UHFFFAOYSA-N,147.12926,19,18,3.0,100.62,135.921131439,-0.731122580696,0
C15H11I4NO4,XUIIKFGFIJCVMT-UHFFFAOYSA-N,776.87002,35,36,5.0,92.78,350.292973473,4.79329835566,0
C5H10O5,PYMYPHUHKUWMLA-UHFFFAOYSA-N,150.1299,20,19,4.0,97.99,136.351056632,-2.24766291734,0
C3H6O2,BSABBBMNWQWLLU-UHFFFAOYSA-N,74.07854,11,10,1.0,37.3,75.3884072787,-0.678910640891,0
C30H50O,CAHGCLMLTWQZNJ-UHFFFAOYSA-N,426.7174,81,84,5.0,20.23,481.527471973,6.87153394451,1
C6H13NO2,ROHFNLRQFUQHCH-UHFFFAOYSA-N,131.17292,22,21,3.0,63.32,138.273121364,0.537544867196,0
C16H20O2,HWUPLFSLSVKTJN-UHFFFAOYSA-N,244.3288,38,39,8.0,29.6,264.97745521,2.70961700305,0
C31H49N3O8S,VGQBZHKBIHXHBO-UHFFFAOYSA-N,623.80106,92,91,31.0,196.12,642.824972082,1.51642398895,2
C18H30O2,DTOSIQBPPRVQHS-UHFFFAOYSA-N,278.4296,50,49,16.0,37.3,326.918800564,4.48032227523,0
C15H12I3NO4,AUYYCJSJGJYCDS-UHFFFAOYSA-N,650.97349,35,36,5.0,92.78,325.016171803,4.09167130676,0
C68H130N2O23P2,KVJWZTLXIROHIL-UHFFFAOYSA-N,1405.706924,225,226,64.0,413.01,1413.2479024,-0.765297854798,2
C8H15NOS2,FCCDDURTIIUXBY-UHFFFAOYSA-N,205.3408,27,27,5.0,43.09,188.73645333,1.26207049818,0
C8H14O2S2,AGBQKNBQESQNJD-UHFFFAOYSA-N,206.32556,26,26,5.0,37.3,186.529919822,1.66807049818,0
C7H14N2O4,GMKMEZVLHJARHF-UHFFFAOYSA-N,190.19706,27,26,6.0,126.64,181.509860899,-0.772145036589,1
C6H14N2O2,KDXKERNSBIXSRK-UHFFFAOYSA-N,146.18756,24,23,5.0,89.34,149.269881573,-0.270285563319,0
C3H4O4,OFOBLEOULBTSOW-UHFFFAOYSA-N,104.06146,11,10,2.0,74.6,90.332401979,-0.805980890949,0
C3H4O3,OAKURXIZZOAYBC-UHFFFAOYSA-N,88.06206,10,9,2.0,54.37,81.5421752785,-0.810150460435,0
C24H38N7O19P3S,LTYOQGRJFJAKNA-UHFFFAOYSA-N,853.580306,92,94,24.0,430.36,665.681457062,-4.48770790208,2
C24H42O21,LUEWUZLMQUOBSB-UHFFFAOYSA-N,666.57768,87,90,10.0,347.83,558.82901563,-8.81009624942,2
C18H32O16,FYGDTMLNYKFZSV-UHFFFAOYSA-N,504.43708,66,68,7.0,268.68,423.458433073,-6.71820080082,2
C12H22O11,DLRVVLDZNNYCBX-UHFFFAOYSA-N,342.29648,45,46,4.0,189.53,288.087850516,-4.70989836697,2
C9H10O3,CJBDUOMQLFKVQC-UHFFFAOYSA-N,166.1739,22,22,3.0,57.53,156.788706931,1.51494080138,0
C5H6O4,HNEGQIOMVPPMNR-UHFFFAOYSA-N,130.09874,15,14,3.0,74.6,122.28791253,-0.040191682176,0
C4H6O6,FEWJPZIEWOKRBE-UHFFFAOYSA-N,150.08684,16,15,3.0,115.06,125.208840006,-1.9125187664,0
C5H11NO2S,FFEARJCKVFRZRR-UHFFFAOYSA-N,149.21134,20,19,4.0,63.32,139.486160796,0.159831327704,0
C25H40N7O17P3S,NPALUEYCDZWBOV-UHFFFAOYSA-N,835.608086,93,95,23.0,393.06,665.396988287,-4.03324202186,2
CH4S,LSDPWZHWYPCBBB-UHFFFAOYSA-N,48.10746,6,5,0.0,38.8,44.3614673843,0.203,0
C34H44N4O15,CKRUWFDORAQSRC-UHFFFAOYSA-N,748.73096,97,98,29.0,322.19,691.673496809,-1.08947521397,2
C3H4O2,AIJULSRZWUXGPQ-UHFFFAOYSA-N,72.06266,9,8,1.0,34.14,72.7519485779,-0.786370304247,0
CH3,VNWKTOKETHGBQD-UHFFFAOYSA-N,15.03452,4,3,0.0,0.0,24.5342139763,0.203,0
C31H46N6O16P,SWBKYDXMQNCIAW-UHFFFAOYSA-N,789.701302,100,103,19.0,361.68,677.547690209,-3.12856601869,2
C31H47N6O16P,SWBKYDXMQNCIAW-UHFFFAOYSA-N,790.709242,101,104,19.0,358.85,678.865919559,-3.12856601869,2
C20H23N7O6,QYNUQALWYRSVHF-UHFFFAOYSA-N,457.43992,56,59,8.0,193.98,389.240869768,0.670714583536,2
C31H44N6O16P,GBMIGEWJAPFSQI-UHFFFAOYSA-N,787.685422,98,102,17.0,352.89,665.191231508,-3.12856601869,2
C31H45N6O16P,GBMIGEWJAPFSQI-UHFFFAOYSA-N,788.693362,99,103,17.0,350.06,666.509460858,-3.12856601869,2
CH4O,OKKJLVBELUTLKV-UHFFFAOYSA-N,32.04186,6,5,0.0,20.23,34.6426700272,-0.814,0
Mg,RSHAOIXHUHAZPM-UHFFFAOYSA-N,24.305,1,0,0.0,0.0,0.0,-1.041,0
C6H18O24P6,IMQLKJBTEOYOSI-UHFFFAOYSA-N,660.035292,54,54,12.0,459.42,429.904869017,-11.2866509278,2
C7H8O6,BRYKYSQCLNCYQW-UHFFFAOYSA-N,188.13482,21,20,6.0,100.9,171.823876482,-0.147243177521,0
C6H12O6,CDAISMWEOUEBRE-UHFFFAOYSA-N,180.15588,24,24,0.0,121.38,152.717267959,-2.88890648211,1
C3H8O3S2,FGMRHOCVEPGURB-UHFFFAOYSA-N,156.22382,16,15,3.0,54.37,123.833140795,-0.810150460435,0
C12H16NO9P,PMFMJXPRNJUYMB-UHFFFAOYSA-N,349.230502,39,40,6.0,175.59,279.885575928,-1.53982353242,1
C12H24N2O3,IWENLYKHSZCPRD-UHFFFAOYSA-N,244.33056,41,40,12.0,92.42,259.199557328,1.12043670151,0
C13H16N2O2,DRLFMBDRBRZALE-UHFFFAOYSA-N,232.27834,33,34,5.0,54.12,213.283021749,1.23890935887,0
C8H16N2O5,MCGXOCXFFNKASF-UHFFFAOYSA-N,220.22304,31,31,3.0,125.04,197.876072225,-1.88829655421,1
C8H16NO9P,BRGMHAYQAZFZDJ-UHFFFAOYSA-N,301.187702,35,35,5.0,175.59,241.867472227,-4.21391820754,1
C8H15NO6,OVRNDRQMDRJTHS-UHFFFAOYSA-N,221.2078,30,30,3.0,119.25,195.669538718,-2.70029655421,0
C8H16NO9P,FZLJPEPAYPUMMR-UHFFFAOYSA-N,301.187702,35,35,5.0,175.59,241.867472227,-4.21391820754,1
C7H12NO8P,FCVIHFVSXHOPSW-UHFFFAOYSA-N,269.145842,29,28,8.0,160.04,222.8648022,-1.98771608203,0
C6H12N2O3,YLZRFVZUZIJABA-UHFFFAOYSA-N,160.17108,23,22,5.0,92.42,155.423649572,-0.759409041204,0
C12H14N2O2,MVAWJSIDNICKHF-UHFFFAOYSA-N,218.25176,30,31,4.0,65.12,195.987037123,0.967094923233,0
C8H9NO,FZERHIULMFGESH-UHFFFAOYSA-N,135.16316,19,19,2.0,29.1,132.909029112,1.62751269389,0
C7H11NO4,BCPSFKBPHHBDAI-UHFFFAOYSA-N,173.16654,23,22,6.0,83.47,167.87664199,-0.502920848337,0
C11H19NO9,SQVRNKJHWKZAKO-UHFFFAOYSA-N,309.26986,40,40,6.0,176.78,271.291713996,-3.30185860894,1
C7H14N2O3,JRLGPAXAGHMNOL-UHFFFAOYSA-N,174.19766,26,25,6.0,92.42,172.719634198,-0.406187932327,0
C3H6N2O2,LLKCTZRWBHOKFF-UHFFFAOYSA-N,102.09194,13,12,3.0,75.68,94.7454689943,-0.805980890949,0
C6H10N2O4,NRXIKWMTVXPVEF-UHFFFAOYSA-N,174.1546,22,21,6.0,112.98,161.577417572,-0.410099061475,0
C11H12N2O4,BYHJHXPTQMMKCA-UHFFFAOYSA-N,236.22398,29,29,6.0,109.49,216.891505898,0.247918997955,0
C6H11NO3S,PYUSHNKNPOHWEZ-UHFFFAOYSA-N,177.22144,22,21,6.0,66.4,162.935913422,0.0282547733254,0
C6H11N3,PHSPJQZRQAJPPF-UHFFFAOYSA-N,125.17164,20,20,3.0,40.71,116.793270978,0.0380852038399,0
C9H13NO,ZCTYHONEGJTYQV-UHFFFAOYSA-N,151.20562,24,24,3.0,32.26,152.841472439,1.36108618249,0
C12H14N2O2,CZCIKBSVHDNIDH-UHFFFAOYSA-N,218.25176,30,31,4.0,65.12,195.987037123,1.10509492323,0
C11H15NO8,SDVXSCSNVVZWDD-UHFFFAOYSA-N,289.2387,35,34,11.0,158.07,266.948569894,-0.828039569391,0
C12H28N4O,GUNURVWAJRRUAV-UHFFFAOYSA-N,244.37692,45,44,13.0,79.18,266.249083044,0.41589636487,0
C6H11N5,QTASQVUUUSBBEA-UHFFFAOYSA-N,153.18504,22,23,0.0,69.97,126.430332694,-1.2894090412,0
C9H13NO7,JCNBNOQGFSXOML-UHFFFAOYSA-N,247.20202,30,29,9.0,141.0,226.202832642,-0.597975434397,0
C9H15NO6,AOJXACUJCYODCV-UHFFFAOYSA-N,233.2185,31,30,9.0,123.93,220.049064643,-0.571280869897,0
C9H16N2O5,VWXQFHJBQHTHMK-UHFFFAOYSA-N,232.23374,32,31,9.0,129.72,222.25559815,-0.571280869897,0
C5H11N3O,OPGAQBPMPKLKFT-UHFFFAOYSA-N,129.16034,20,20,0.0,58.36,121.823971754,-1.03999910281,0
C6H12N2O3,ONXPDKGXOOORHB-UHFFFAOYSA-N,160.17108,23,22,5.0,92.42,155.423649572,-0.759409041204,0
Na,MPMYQQHEHYDOCL-UHFFFAOYSA-N,22.98976928,1,0,0.0,0.0,0.0,-1.041,0
C21H27N7O14P2,DPFRAJJUTONNJF-UHFFFAOYSA-N,663.425104,71,75,11.0,341.76,495.893174815,-2.93974771465,2
C21H28N7O14P2,DPFRAJJUTONNJF-UHFFFAOYSA-N,664.433044,72,76,11.0,338.93,497.211404165,-2.93974771465,2
C15H23N5O13P2,PVLZDTFICNXVOP-UHFFFAOYSA-N,543.316344,58,61,9.0,290.91,395.135813447,-3.49140715051,2
C21H29N7O14P2,BOPGDPNILDQYTO-UHFFFAOYSA-N,665.440984,73,77,11.0,337.24,509.429633515,-3.1337937547,2
C21H29N7O17P3,RKIBMGCLRRKSJP-UHFFFAOYSA-N,744.412946,77,81,13.0,395.27,543.409337675,-4.21165062627,2
C21H30N7O17P3,ACFIXJIJDZMPPO-UHFFFAOYSA-N,745.420886,78,82,13.0,393.58,555.627567025,-4.40716372228,2
C10H8,UFWIBTONFRDIAS-UHFFFAOYSA-N,128.17052,18,19,0.0,0.0,121.821094054,3.38598794552,0
C15H12O5,FTVWIRXFELQLPI-UHFFFAOYSA-N,272.25278,32,34,1.0,86.99,234.622774584,1.20664156851,0
H4NO,KPNXFTLTZLJREF-UHFFFAOYSA-N,34.03786,6,5,0.0,47.87,29.6616749599,-5.81078910479,0
Ni,PXHVJJICTQNCMI-UHFFFAOYSA-N,58.6934,1,0,0.0,0.0,0.0,-1.041,0
Ni,PXHVJJICTQNCMI-UHFFFAOYSA-N,58.6934,1,0,0.0,0.0,0.0,-1.041,0
C6H6N2O,DFPAKSUCGFBDDF-UHFFFAOYSA-N,122.12464,15,15,1.0,55.98,109.313820069,-0.287012937092,0
C6H4NO2,PVNIIMVLHYAWGP-UHFFFAOYSA-N,122.10146,13,13,1.0,53.02,105.789057211,0.118987062908,0
C6H5NO2,PVNIIMVLHYAWGP-UHFFFAOYSA-N,123.1094,14,14,1.0,50.19,107.107286561,0.118987062908,0
C11H16N2O8P,XDQCBPNBTFPNSZ-UHFFFAOYSA-N,335.227102,38,39,5.0,174.28,266.11435416,-2.49486420175,1
C11H15N2O5,BBFDRORPQISPGS-UHFFFAOYSA-N,255.2472,33,34,3.0,117.94,219.91642065,-1.0027947599,0
C11H15NO9P,IUJWGLOJJKFASX-UHFFFAOYSA-N,336.211862,37,38,5.0,168.49,263.907820652,-2.08886420175,0
C10H14N2,SNICXCGAKADSCV-UHFFFAOYSA-N,162.23156,26,27,1.0,16.13,159.987531872,1.27247151753,0
NO3,AZWJGRDHTVFEMS-UHFFFAOYSA-N,62.0049,4,3,0.0,62.89,41.9692109595,-1.67239969149,0
HNO3,AZWJGRDHTVFEMS-UHFFFAOYSA-N,63.01284,5,4,0.0,66.05,43.2874403099,-1.67239969149,0
HNO,ODUCDPQEXGNKDN-UHFFFAOYSA-N,31.01404,3,2,0.0,29.1,25.7069869087,-2.27178910479,0
NO2,IOVCWXUNBOPUCH-UHFFFAOYSA-N,46.0055,3,2,0.0,46.5,33.1789842589,-2.29556926097,0
N2,IJGRMHOSHXDMSA-UHFFFAOYSA-N,28.0134,2,1,0.0,47.58,25.2770617155,-3.08378910479,0
N2O,MLBDTVVZLMQMLJ-UHFFFAOYSA-N,44.0128,3,2,0.0,70.64,34.0672884161,-3.10756926097,0
C8H11N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,121.17964,20,20,1.0,3.24,126.755261113,2.1926670236,0
C8H11NO,JALVVKYUBLWRRU-UHFFFAOYSA-N,137.17904,21,21,1.0,26.3,135.545487813,-1.56012208119,0
C8H11NO3,SFLSHLFXELFNJZ-UHFFFAOYSA-N,169.17784,23,23,2.0,86.71,153.125941214,-0.0637326678928,0
C5H10O4,KZVAAIRBJJYZOW-UHFFFAOYSA-N,134.1305,19,19,1.0,69.92,117.840829932,-1.70699910281,0
C4H10NO6P,FXDNYOANAXWZHG-UHFFFAOYSA-N,199.099062,22,21,5.0,139.89,158.669312323,-2.6716543133,0
C8H13NO6,GNISQJGXJIDKDJ-UHFFFAOYSA-N,219.19192,28,27,8.0,126.92,202.753080017,-0.482489133581,0
C11H10O5,YIVWQNVQRXFZJB-UHFFFAOYSA-N,222.1941,26,26,5.0,91.67,203.688212183,1.42587610222,0
C32H44N7O20P3S,AVOVYFCDODUXLY-UHFFFAOYSA-N,971.712946,107,110,27.0,447.43,779.037267266,-3.57958532076,2
C8H18O,KBPLFHHGFOOTCA-UHFFFAOYSA-N,130.22792,27,26,6.0,20.23,155.714562408,2.27385960296,0
C47H70O3,AFTBILPWMUSGIN-UHFFFAOYSA-N,683.0569,120,120,32.0,43.37,792.944453108,8.50457100264,1
C48H72O3,FLYBTLROCQBHMR-UHFFFAOYSA-N,697.08348,123,123,32.0,43.37,810.240437734,8.66390141436,1
C48H72O4,DQJWFZUHRQXFGB-UHFFFAOYSA-N,713.08288,124,124,32.0,63.6,819.030664434,8.12407098385,1
HO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,17.00734,2,1,0.0,20.23,16.028456051,-2.058,0
H2O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,18.01528,3,2,0.0,20.23,17.3466854014,-2.058,0
C43H77N3O20P2,KOJCFMYSTWNMQW-UHFFFAOYSA-N,1018.027104,145,147,37.0,372.01,939.581449458,-1.92572095471,2
C3H4O4,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,104.06146,11,10,2.0,74.6,90.332401979,-1.61798089095,0
C18H34O2,ZQPPMHVWECSIRJ-UHFFFAOYSA-N,282.46136,54,53,16.0,37.3,332.191717966,4.66742041616,0
C39H68N7O17P3S,XDUHQPOXLUAVEE-UHFFFAOYSA-N,1031.980206,135,137,38.0,393.06,907.540773049,-1.40894050825,2
C5H4N2O4,PXQPEWDEAKTCGB-UHFFFAOYSA-N,156.09626,15,15,1.0,103.02,118.388515545,-0.872177825889,0
C10H13N2O11P,KYOBSHFOBAOFBF-UHFFFAOYSA-N,368.190782,37,38,5.0,218.42,273.870820285,-2.77787864406,2
C29H36N5O18P,XXFFZHQKSZLLIT-UHFFFAOYSA-N,773.592602,89,91,22.0,384.08,641.768267398,-3.12160955585,2
C4H4O5,KHPXUQMNIQBQEV-UHFFFAOYSA-N,132.07156,13,12,3.0,91.67,113.782154605,-1.23729457815,0
C2H2O4,MUBZPKHOEPUJKR-UHFFFAOYSA-N,90.03488,8,7,1.0,74.6,73.0364173532,-1.32530794611,0
C6H6O7,UFSCUAXLTRFIDC-UHFFFAOYSA-N,190.10764,19,18,5.0,128.97,163.318118557,-1.25959983329,0
C23H36N7O19P3S,QVXMZFTWJVBUHP-UHFFFAOYSA-N,839.553726,89,91,23.0,430.36,648.385472436,-4.69884416891,2
C2H3NO3,SOWBFZRMHSNYGE-UHFFFAOYSA-N,89.05012,9,8,1.0,80.39,75.2429508608,-1.73130794611,0
C20H32N6O12S2,YPZRWBKMTBYPTK-UHFFFAOYSA-N,612.63108,72,71,25.0,317.64,541.865811383,-3.13870693439,2
C5H6O3,NOXRYJAWRSNUJD-UHFFFAOYSA-N,114.09934,14,13,3.0,54.37,113.497685829,-0.0443612516616,0
O2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,31.9988,2,1,0.0,34.14,23.5004534011,-3.08378910479,0
C7H7NO2,ALYNCZNDIQEVRV-UHFFFAOYSA-N,137.13598,17,17,1.0,63.32,124.403271187,1.13220817178,0
C9H8O4,KKADPXVIOXHVKN-UHFFFAOYSA-N,180.15742,21,21,3.0,74.6,162.942474931,0.62120291899,0
C6H5NO3,IYBWLTJBERDHCB-UHFFFAOYSA-N,139.1088,15,15,1.0,66.05,115.897513262,1.34752185732,0
C13H19N4O12P,NAQGHJTUZRHGAC-UHFFFAOYSA-N,454.283322,49,50,10.0,273.8,353.906062579,-3.57407527194,2
C20H27N10O16P3,QCICUPZZLIQAPA-UHFFFAOYSA-N,756.407066,76,81,12.0,416.87,525.738718922,-2.39146574503,2
H5O10P3,UNXRWKVEANCORM-UHFFFAOYSA-N,257.954986,18,17,4.0,200.25,155.94048593,-7.03251072651,0
C16H32O,NIOYUNMRJMEDGI-UHFFFAOYSA-N,240.42468,49,48,14.0,17.07,291.445980714,4.36287136401,0
C16H32O2,IPCSVZSSVZVIGE-UHFFFAOYSA-N,256.42408,50,49,14.0,37.3,300.236207415,4.29408225922,0
C37H66N7O17P3S,MNBKLUUYKPBKDU-UHFFFAOYSA-N,1005.942926,131,133,36.0,393.06,875.585262498,-1.4168841856,2
C11H23N2O7PS,JDMUPRLRUUMCTL-UHFFFAOYSA-N,358.348282,45,44,12.0,193.8,315.40075697,-1.86976689259,0
C9H17NO5,GHOKWGTUZJEAQD-UHFFFAOYSA-N,219.23498,32,31,7.0,106.86,213.895296643,-0.52741240699,0
C6H10O3,SERHXTVXHNVDKA-UHFFFAOYSA-N,130.1418,19,19,0.0,46.53,123.710129156,0.145544867196,0
C10H15N5O13P2S,GACDQMDRPRGCTN-UHFFFAOYSA-N,507.264324,46,48,8.0,295.59,339.521373076,-4.20076909537,2
C10H14NO5PS,NAEMXTXZKOXGKA-UHFFFAOYSA-N,291.260622,32,32,7.0,115.41,240.998182632,1.00487478712,0
C6HCl5O,IZUPBVBPLAPZRR-UHFFFAOYSA-N,266.33654,13,13,0.0,20.23,166.012097206,4.4447266222,0
C5H10O5,HMFHBZSHGGEWLO-UHFFFAOYSA-N,150.1299,20,20,1.0,90.15,126.631056632,-2.49466291734,0
C9H11NO2,COLNVLDHVKWLRT-UHFFFAOYSA-N,165.18914,23,23,3.0,63.32,158.995240439,1.24694080138,0
C14H10,YNPNZTXNASCQKK-UHFFFAOYSA-N,178.2292,24,26,0.0,0.0,162.475656455,4.33156788015,0
C6H6O,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,94.11124,13,13,0.0,20.23,89.9567583534,1.5059215488,0
C9H8O3,BTNMPGBKDVTSJY-UHFFFAOYSA-N,164.15802,20,20,3.0,54.37,154.15224823,1.1610333495,0
C8H8O,DTUQWGWMVIHBKE-UHFFFAOYSA-N,120.14852,17,17,2.0,17.07,121.912268904,1.83430179867,0
C8H8O2,WLJVXDMOQOGPHL-UHFFFAOYSA-N,136.14792,18,18,2.0,37.3,130.702495605,1.76551269389,0
C8H11NO,ULSIYEODSMZIPX-UHFFFAOYSA-N,137.17904,21,21,2.0,46.25,135.545487813,1.04387791881,0
C8H11N,BHHGXPLMPWCGHP-UHFFFAOYSA-N,121.17964,20,20,2.0,26.02,126.755261113,1.9246670236,0
C9H8N2O2,NXQJDVBMMRCKQG-UHFFFAOYSA-N,176.17202,21,22,1.0,58.2,154.999083245,0.36720291899,0
H2O4P,NBIIXXVUZAFLBC-UHFFFAOYSA-N,96.987242,7,6,0.0,90.4,62.2263895606,-3.91539969149,0
H3O4P,NBIIXXVUZAFLBC-UHFFFAOYSA-N,97.995182,8,7,0.0,87.57,63.544618911,-3.91539969149,0
C3H5O6P,DTBNBXWJWCWCIK-UHFFFAOYSA-N,168.041962,15,14,3.0,113.87,127.740108788,-2.46233472575,0
C4H9NO7P,FKHAKIJOKDGEII-UHFFFAOYSA-N,214.090522,22,21,5.0,162.95,166.141309673,-3.41998365288,0
C4H10NO7P,FKHAKIJOKDGEII-UHFFFAOYSA-N,215.098462,23,22,5.0,160.12,167.459539024,-3.41998365288,1
C15H24N5O14P2,VNDGMLSUMIKYEQ-UHFFFAOYSA-N,560.323684,60,63,8.0,314.18,405.244269497,-3.0950859405,2
C15H26N5O20P4,SBGCYOBRTULAJL-UHFFFAOYSA-N,720.283488,70,73,12.0,426.86,497.640136517,-5.66135738562,2
C9H14N3O9P,XFVULMDJZXYMSG-UHFFFAOYSA-N,339.195922,36,37,5.0,207.4,252.627601167,-2.95833097744,2
C10H15N4O9P,ABCOOORLYAOBOZ-UHFFFAOYSA-N,366.221262,39,40,7.0,216.27,278.2838873,-3.45187864406,2
C15H25N5O15P2,QOUSHGMTBIIAHR-UHFFFAOYSA-N,577.331024,62,64,12.0,337.82,435.972725548,-4.98517413653,2
C15H25N5O15P2,BLKFNHOCHNCLII-UHFFFAOYSA-N,577.331024,62,63,15.0,345.66,445.692725548,-5.8769696203,2
C5H15NO4P,WBXOYYNDTGONBK-UHFFFAOYSA-N,184.150662,26,25,4.0,79.81,162.339531599,-5.11966291734,0
C2H8NO4P,SUHOOTKUPISOBE-UHFFFAOYSA-N,141.062982,16,15,3.0,102.59,109.133348371,-2.81751209728,0
C4H10NO6P,USRGIUJOYOXOQJ-UHFFFAOYSA-N,199.099062,22,21,4.0,139.89,158.669312323,-2.6716543133,0
C8H6O4,XNGIFLGASWRNHJ-UHFFFAOYSA-N,166.13084,18,18,2.0,74.6,145.646490305,1.38399465531,0
C6H5NO2,SIOXPEMLGUPBBT-UHFFFAOYSA-N,123.1094,14,14,1.0,50.19,107.107286561,0.118987062908,0
C9H18O7P2,YJTQQQQPZUKKGG-UHFFFAOYSA-N,300.182544,36,35,10.0,132.91,260.133496652,-1.06764609482,0
C10H14N2O4,QSHWIQZFGQKFMA-UHFFFAOYSA-N,226.22916,30,30,6.0,116.41,204.868438674,-0.397125212882,0
H4O7P2,XPPKVPWEQAFLFU-UHFFFAOYSA-N,177.975084,13,12,2.0,143.91,109.742552421,-5.52961582053,0
C14H6N2O8,MMXZSJMASHPLLR-UHFFFAOYSA-N,330.20604,30,32,3.0,174.72,246.881614373,0.482136660612,0
C10H15N5O7P,ABETXLPRGREJND-UHFFFAOYSA-N,348.229162,38,40,2.0,200.4,271.561964757,-3.5969456424,2
C10H16N5O7P,ABETXLPRGREJND-UHFFFAOYSA-N,349.237102,39,41,2.0,197.57,272.880194107,-3.5969456424,2
C21H32O2,ORNBQBCIOKFOEO-UHFFFAOYSA-N,316.47758,55,58,1.0,37.3,334.65383704,4.14626112174,0
C10H10O6,FPWMCUPFBRFMLH-UHFFFAOYSA-N,226.1828,26,26,4.0,111.9,208.718912958,-0.0910326647604,0
C6H14N2O3,YSMODUONRAFBET-UHFFFAOYSA-N,162.18696,25,24,5.0,109.57,158.060108273,-1.05794937785,1
C3H8O2,DNIAPMSPPWPWGF-UHFFFAOYSA-N,76.09442,13,12,1.0,40.46,78.0248659795,-0.533910640891,0
C3H8O,BDERNNFJNOPAEC-UHFFFAOYSA-N,60.09502,12,11,1.0,20.23,69.234639279,0.346878463895,0
C3H6O2,XBDQKXXYIPTUBI-UHFFFAOYSA-N,74.07854,11,10,1.0,37.3,75.3884072787,0.133089359109,0
C24H40N7O17P3S,QAQREVBBADEHPA-UHFFFAOYSA-N,823.597386,92,94,23.0,393.06,650.737462362,-4.16840040654,2
C3H7O5P,FMNMEQSRDWIBFO-UHFFFAOYSA-N,154.058442,16,15,3.0,93.64,121.586340788,-1.59364470548,0
C20H32O5,YIBNHAJFJUQSRA-UHFFFAOYSA-N,352.46508,57,58,14.0,75.99,365.804991217,2.20725927728,0
